OBJECTID_1,SABL_PWSID,WATER_SYST,WATER_SY_1,BOUNDARY_T,REGULATING,COUNTY,ADDR_LINE_,ADDR_LIN_1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,STATE_CLAS,POPULATION,SERVICE_CO,VERIFIED_S,LAST_EDITE,VERIFIED_N,VERIFIED_T,DT_VERIFIE,CREATED_US,CREATED_DA,LAST_EDI_1,OBJECTID,BOUNDARY_F,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,FEDERAL_CL,Shape__Are,Shape__Len,SHAPE,CIscore2018_min,CIscore2018_max,CIscore2018_mean,CIscoreP2018_min,CIscoreP2018_max,CIscoreP2018_mean
"400589",CA4400526,CA4400526,BIG REDWOOD PARK WATER,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,18575 Main Blvd,,LOS GATOS,CA,"95033",COMMUNITY,"130","65",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,681849.417681409977376,3312.759434147290449,,,,,,,
"400590",CA2700970,CA2700970,ROYAL SIERRA ESTATES WS,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,GREENFIELD,CA,"93927",COMMUNITY,"36","19",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,81166.879366114997538,1373.149026231060134,,,,,,,
"400591",CA3110150,CA3110150,CALAM - WEST PLACER,Water Service Area,DISTRICT 09 - SACRAMENTO,PLACER,4701 BELOIT DRIVE,,SACRAMENTO,CA,"95838",COMMUNITY,"4472","1352",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2003/02/06,P,COMMUNITY,74034546.165004104375839,57281.672999407797761,,,,,,,
"400592",CA4901336,CA4901336,MERRIAM WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,11650 Los Amigos Road,,HEALDSBURG,CA,"95448",TRANSIENT NON-COMMUNITY,"50","3",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2011/03/14,P,TRANSIENT NON-COMMUNITY,77854.845019464992220,1210.355245158729986,,,,,,,
"400593",CA4300978,CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,21105 BRUSH ROAD,,LOS GATOS,CA,"95033",COMMUNITY,"70","27",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1994/04/01,P,COMMUNITY,991119.703253245097585,4262.810110229960628,,,,,,,
"400595",CA5800832,CA5800832,CASTLEWOOD MOBILE HOME PARK,Water Service Area,LPA88 - YUBA COUNTY,YUBA,6057 GRIFFITH AVE,,E. LINDA,CA,"95901",COMMUNITY,"200","88",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/28,P,COMMUNITY,85288.591703804995632,1303.178793809120180,,,,,,,
"400596",CA4300792,CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,4442 LAZY LANE,,SAN JOSE,CA,"95135",COMMUNITY,"45","19",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1981/11/30,P,COMMUNITY,203102.875355014984962,1841.110277577369743,,,,,,,
"400597",CA2701630,CA2701630,PRUNEDALE CHEVRON WS,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93907",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,TRANSIENT NON-COMMUNITY,10934.060872804999235,422.071786684712038,,,,,,,
"400598",CA3600399,CA3600399,PARADISE MOBILE ESTATES,Water Service Area,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,24046 HWY 18,,APPLE VALLEY,CA,"92307",COMMUNITY,"190","38",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,54429.090854475005472,1015.638869216159947,,,,,,,
"400599",CA4400642,CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,Water Service Area,DISTRICT 05 - MONTEREY,SANTA CRUZ,Carl Dr.,,SCOTTS VALLEY,CA,"95066",COMMUNITY,"60","20",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,430816.907564429973718,2953.057705151620212,,,,,,,
"400600",CA5200255,CA5200255,CORNING RV PARK,Water Service Area,LPA82 - TEHAMA COUNTY,TEHAMA,4720 BARHAM,,CORNING,CA,"96021",COMMUNITY,"112","40",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/03,P,COMMUNITY,46330.676314004995220,871.071382426601076,,,,,,,
"400601",CA4900981,CA4900981,PEDRONCELLI WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,1220 Canyon Road,,GEYSERVILLE,CA,"95441",TRANSIENT NON-COMMUNITY,"25","12",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1985/04/12,P,TRANSIENT NON-COMMUNITY,615914.059946025023237,4715.382224459360259,,,,,,,
"400602",CA3400179,CA3400179,MC CLELLAN MHP,Water Service Area,LPA64 - SACRAMENTO COUNTY,SACRAMENTO,5050 ROSEVILLE RD,,NORTH HIGHLANDS,CA,"95660",COMMUNITY,"700","199",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,92119.004159420001088,1311.080917249490085,,51.100000,51.100000,51.100000,90.000000,90.000000,90.000000
"400603",CA1500485,CA1500485,ANTELOPE VALLEY MOBILE ESTATES,Water Service Area,DISTRICT 19 - TEHACHAPI,KERN,470 20TH STREET W,,ROSAMOND,CA,"93560",COMMUNITY,"60","28",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,18090.347870599998714,548.913501839634023,,,,,,,
"400604",CA4400825,CA4400825,ROARING CAMP RAILROAD INC,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,5401 Graham Hill Rd,,FELTON,CA,"95018",TRANSIENT NON-COMMUNITY,"250","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,54016.263068735002889,939.318035434539979,,,,,,,
"400605",CA4400717,CA4400717,KENNOLYN CAMP,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,8400 Glen Haven Rd,,SOQUEL,CA,"95073",TRANSIENT NON-COMMUNITY,"200","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,2472.644753505000153,209.928635856409016,,,,,,,
"400606",CA4400726,CA4400726,SEVENTH DAY ADVENTIST CAMP,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,1931 Soquel San Jose Rd,,SOQUEL,CA,"95073",TRANSIENT NON-COMMUNITY,"1000","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,45513.578088180001942,897.817475130008120,,,,,,,
"400607",CA4400774,CA4400774,SANTA CRUZ KOA CAMPGROUNDS,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,1186 San Andreas Rd,,WATSONVILLE,CA,"95076",TRANSIENT NON-COMMUNITY,"110","180",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,6086.430783189999602,311.523480858130029,,,,,,,
"400608",CA4400803,CA4400803,THE SEQUOIA RETREAT CENTER,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,11445 Alba Road,,BEN LOMOND,CA,"95005",TRANSIENT NON-COMMUNITY,"75","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,3200.737848714999927,227.154952484260008,,,,,,,
"400609",CA4400823,CA4400823,SPRING HILLS GOLF COURSE,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,501 Spring Hills Dr,,WATSONVILLE,CA,"95076",TRANSIENT NON-COMMUNITY,"55","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,34444.776738745007606,743.224503796993076,,,,,,,
"400610",CA4400851,CA4400851,KIM SON MONASTERY,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,574 Summit Rd,,WATSONVILLE,CA,"95076",TRANSIENT NON-COMMUNITY,"55","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,TRANSIENT NON-COMMUNITY,28116.971302840000135,658.417664951537972,,,,,,,
"400611",CA4400764,CA4400764,MOUNT MADONNA CENTER,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,445 Summit Rd,,WATSONVILLE,CA,"95076",COMMUNITY,"45","31",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,25288.000658199998725,656.911628130957070,,,,,,,
"400612",CA1000097,CA1000097,FCPG/LOST LAKE RECREATION AREA,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,FRIANT RD & LOST LAKE RD,,FRIANT,CA,"93626",TRANSIENT NON-COMMUNITY,"109","20",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,TRANSIENT NON-COMMUNITY,6637958.150000159628689,13809.241297269902134,,46.940000,46.940000,46.940000,85.000000,85.000000,85.000000
"400613",CA4901411,CA4901411,ROTH WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,10309 Chalk Hill Road,,HEALDSBURG,CA,"95448",TRANSIENT NON-COMMUNITY,"50","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/04/10,L,TRANSIENT NON-COMMUNITY,19932.676596409997728,570.453467604643947,,,,,,,
"400614",CA3010068,CA3010068,EAST ORANGE COUNTY WD - RZ,Water Service Area,DISTRICT 08 - SANTA ANA,ORANGE,185 NORTH MCPHERSON ROAD,,ORANGE,CA,"92869",COMMUNITY,"3247","1200",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,3625544.696403040084988,9266.101411326259040,,,,,,,
"400615",CA3400150,CA3400150,DELTA CROSSING MHP,Water Service Area,LPA64 - SACRAMENTO COUNTY,SACRAMENTO,10701 RIVER RD,,HOOD,CA,"95639",COMMUNITY,"30","21",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,36673.533155074997921,840.900716913532051,,,,,,,
"400616",CA1100404,CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,Water Service Area,DISTRICT 21 - VALLEY,GLENN,6264 Huggins Drive,,ORLAND,CA,"95963",COMMUNITY,"284","86",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/03/28,P,COMMUNITY,90615.809383785002865,1488.984288868630074,,,,,,,
"400617",CA3600087,CA3600087,DEER LODGE WATER SYSTEM,Water Service Area,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,DEER LODGE PARK,,LAKE ARROWHEAD,CA,"92352",COMMUNITY,"745","149",Verified,2020/10/20,C. Cerri,Water System representative,2020/05/28,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,892400.676933399983682,4180.856483566790303,,,,,,,
"400618",CA5400602,CA5400602,EAGLE'S NEST RESORT,Water Service Area,DISTRICT 24 - TULARE,TULARE,27798 Highway 190,,PORTERVILLE,CA,"93257",COMMUNITY,"279","78",Verified,2021/02/05,JAutry,State Board staff member,2021/02/04,SBUCKNAM,2020/10/20,epa\gisservice,,WBT Tool,A,2014/04/28,P,COMMUNITY,27512.208733685001789,753.372447520264245,,43.320000,43.320000,43.320000,81.000000,81.000000,81.000000
"400619",CA4500038,CA4500038,DARRAH SPRINGS FISH HATCHERY,Water Service Area,DISTRICT 02 - LASSEN,SHASTA,,OFF WILDCAT ROAD NORTH OF BATTLE CREEK,PAYNES CREEK,CA,"96075",STATE SMALL WATER SYSTEM,"20","12",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,NON-PUBLIC,579678.666687035001814,3275.300897472830002,,,,,,,
"400620",CA5000071,CA5000071,TWIN CYPRESS MOBILE HOME PARK,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,16300 ORANGE BLOSSOM ROAD,,OAKDALE,CA,"95361",COMMUNITY,"112","45",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,COMMUNITY,43541.226779675002035,893.812713257617020,,,,,,,
"400621",CA5603302,CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,2317 Los Angeles Avenue,,OXNARD,CA,"93066",COMMUNITY,"25","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2009/11/02,P,COMMUNITY,21212.181909160000941,670.163175103108983,,,,,,,
"400622",CA1910194,CA1910194,ROWLAND WATER DISTRICT,Water Service Area,DISTRICT 22 - ANGELES,LOS ANGELES,3021 SOUTH FULLERTON ROAD,,ROWLAND HEIGHTS,CA,"91748",COMMUNITY,"55038","13202",Pending,2020/10/20,D. Moisio,Water System representative,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,58384670.271412499248981,43479.763454631400236,,40.720000,54.980000,48.015000,77.000000,93.000000,85.833333
"400623",CA1500494,CA1500494,WILSON ROAD WATER COMMUNITY,Water Service Area,DISTRICT 12 - VISALIA,KERN,WILSON RD E/O WEEDPATCH HWY,,BAKERSFIELD,CA,"93386",COMMUNITY,"66","20",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,341751.479294950026087,3387.216416496050897,,43.170000,43.170000,43.170000,80.000000,80.000000,80.000000
"400624",CA4901384,CA4901384,DUTTON RANCH CORPORATION,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,3100 Gravenstein N Highway,,SEBASTOPOL,CA,"95472",TRANSIENT NON-COMMUNITY,"75","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2010/09/28,L,TRANSIENT NON-COMMUNITY,13478.609600165002121,499.935667181971098,,,,,,,
"400625",CA5400744,CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,Water Service Area,DISTRICT 24 - TULARE,TULARE,42156 EGGERS DR,,THREE RIVERS,CA,"93271",COMMUNITY,"40","15",Verified,2021/02/05,JAutry,State Board staff member,2021/02/04,SBUCKNAM,2020/10/20,epa\gisservice,,WBT Tool,A,2014/04/28,P,COMMUNITY,163598.618118665006477,2028.449785461490137,,,,,,,
"400626",CA4400557,CA4400557,ST FRANCIS TRACT WATER SYSTEM,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,10 Delaney Ave,,WATSONVILLE,CA,"95076",COMMUNITY,"90","29",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,103560.198064245021669,2572.938601635049963,,,,,,,
"400627",CA2700541,CA2700541,DEL MONTE FARMS RD WS #03,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,CASTROVILLE,CA,"95012",COMMUNITY,"55","16",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,85880.345646264991956,1808.636421163079831,,,,,,,
"400628",CA1510702,CA1510702,EDWARDS AFB - AIR FORCE RESEARCH LAB,Water Service Area,DISTRICT 19 - TEHACHAPI,KERN,40 N. WOLFE AVE.,,EDWARDS AIR FORCE BASE,CA,"93524",NON-TRANSIENT NON-COMMUNITY,"437","117",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,NON-TRANSIENT NON-COMMUNITY,66864.387004129996058,1009.514244831500037,,,,,,,
"400629",CA4400572,CA4400572,FERN GROVE WATER CLUB,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,310 Wolverine Way,,SCOTTS VALLEY,CA,"95066",COMMUNITY,"65","67",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,10080536.023189399391413,14415.341626316600014,,,,,,,
"400630",CA4301004,CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,10095 Pomo Place,,GILROY,CA,"95020",COMMUNITY,"43","13",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2009/11/04,P,COMMUNITY,794392.528301779995672,4381.520436621840418,,,,,,,
"400631",CA1900901,CA1900901,FIRE SUPPRESSION CAMP #19,Water Service Area,DISTRICT 16 - CENTRAL,LOS ANGELES,FORESTER & FIRE WARDEN,22550 EAST FORK RD,AZUSA,CA,"91702",COMMUNITY,"250","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/11/04,L,COMMUNITY,54009.689124295000511,987.336851839015026,,,,,,,
"400632",CA2700523,CA2700523,CALERA CANYON HEIGHTS HOA,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93908",COMMUNITY,"74","17",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,408273.188979844970163,2913.550322693210546,,,,,,,
"400633",CA5500001,CA5500001,USFS BAKER/DEADMAN CGD,Water Service Area,DISTRICT 11 - MERCED,TUOLUMNE,KENNEDY MEADOWS ROAD,,STRAWBERRY,CA,"95375",TRANSIENT NON-COMMUNITY,"275","15",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,F,TRANSIENT NON-COMMUNITY,335214.280322009988595,6578.929744797799685,,,,,,,
"400634",CA0707523,CA0707523,FLAMINGO MOBILE MANOR,Water Service Area,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,4400 GATEWAY RD,,BETHEL ISLAND,CA,"94511",COMMUNITY,"200","62",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/05/10,P,COMMUNITY,40972.495630509998591,886.610458967856971,,,,,,,
"400635",CA5210002,CA5210002,GERBER LAS FLORES CSD,Water Service Area,DISTRICT 21 - VALLEY,TEHAMA,331 San Benito Ave,,GERBER,CA,"96035",COMMUNITY,"1200","399",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,3783469.621177580207586,8272.564349957820014,,,,,,,
"400636",CA4400907,CA4400907,SWANTON BERRY FARM,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,25 Swanton Rd,,DAVENPORT,CA,"95017",TRANSIENT NON-COMMUNITY,"25","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2017/03/23,P,TRANSIENT NON-COMMUNITY,23868.231766370001424,643.094324325011030,,,,,,,
"400637",CA2900502,CA2900502,FLORISTON WATER SYSTEM,Water Service Area,LPA59 - NEVADA COUNTY,NEVADA,22261 Juniper St,,FLORISTON,CA,"96111",COMMUNITY,"75","45",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,108434.804979749998893,1665.400972105119990,,,,,,,
"400638",CA4410016,CA4410016,FOREST LAKES MWC,Water Service Area,DISTRICT 05 - MONTEREY,SANTA CRUZ,910 FERN AVENUE,,FELTON,CA,"95018",COMMUNITY,"1067","326",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,2636294.836606999859214,8609.285121443430398,,,,,,,
"400639",CA3301756,CA3301756,KKOTTONGNAE RETREAT CAMP,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,37885 State Highway 79,,TEMECULA,CA,"92592",TRANSIENT NON-COMMUNITY,"80","9",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/27,P,TRANSIENT NON-COMMUNITY,367984.633669565024320,2514.880772431310561,,,,,,,
"400641",CA3110022,CA3110022,MCKINNEY WATER DISTRICT,Water Service Area,DISTRICT 02 - LASSEN,PLACER,P.O. BOX 778,END OF MCKINNEY CREEK,HOMEWOOD,CA,"96141",COMMUNITY,"853","253",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,1457524.917986300075427,5290.279208420490249,,,,,,,
"400642",CA1010062,CA1010062,FCWWD #18/MIRA BELLA,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,4591 N. Millerton Road,,FRIANT,CA,"93626",COMMUNITY,"390","59",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2018/06/08,L,COMMUNITY,659828.061518820002675,3505.619385166500251,,,,,,,
"400643",CA2800602,CA2800602,GLASS MTN TRAILER PARK,Water Service Area,LPA58 - NAPA COUNTY,NAPA,,,SAINT HELENA,CA,"94574",STATE SMALL WATER SYSTEM,"15","10",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/09/04,P,NON-PUBLIC,5867.455784589999894,377.298624680279033,,,,,,,
"400644",CA3310052,CA3310052,LAKE HEMET-GARNER VALLEY,Water Service Area,DISTRICT 20 - RIVERSIDE,RIVERSIDE,26385 Fairview Ave.,,HEMET,CA,"92544",COMMUNITY,"709","307",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,13193707.307954499498010,20679.521335859299143,,,,,,,
"400645",CA4400908,CA4400908,LOS ALTOS ROD AND GUN CLUB,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,14750 Skyline Blvd,,LOS GATOS,CA,"95033",TRANSIENT NON-COMMUNITY,"40","5",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2017/03/07,P,TRANSIENT NON-COMMUNITY,9772.375920649999898,422.341170258435056,,,,,,,
"400646",CA4400750,CA4400750,APTOS HIGH SCHOOL,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,100 Mariner Way,,APTOS,CA,"95003",NON-TRANSIENT NON-COMMUNITY,"1925","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,L,NON-TRANSIENT NON-COMMUNITY,371731.601043750008103,2524.784332103570250,,,,,,,
"400647",CA4410304,CA4410304,CSP-NATURE CENTER,Water Service Area,DISTRICT 05 - MONTEREY,SANTA CRUZ,"CA STATE PARKS, SANTA CRUZ DISTRICT",3600 COAST HIGHWAY 1,DAVENPORT,CA,"95017",TRANSIENT NON-COMMUNITY,"200","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2020/11/06,S,TRANSIENT NON-COMMUNITY,12889.662021550000645,463.409384560062108,,,,,,,
"400648",CA4400753,CA4400753,CABRILLO COLLEGE,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,6500 Soquel Dr,,APTOS,CA,"95003",NON-TRANSIENT NON-COMMUNITY,"5500","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,L,NON-TRANSIENT NON-COMMUNITY,385449.734855304996017,3088.554438234859845,,,,,,,
"400649",CA4400758,CA4400758,RENAISSANCE HIGH SCHOOL,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,11 Spring Valley Dr,,WATSONVILLE,CA,"95076",NON-TRANSIENT NON-COMMUNITY,"250","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,L,NON-TRANSIENT NON-COMMUNITY,55520.745517654999276,988.622132583302005,,,,,,,
"400650",CA1000165,CA1000165,BSA/CAMP CHAWANAKEE,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,DINKEY CREEK RD,,SHAVER LAKE,CA,"93664",TRANSIENT NON-COMMUNITY,"400","65",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2021/03/05,P,TRANSIENT NON-COMMUNITY,2565432.569940339773893,8047.860858829580138,,,,,,,
"400651",CA3601182,CA3601182,HIGH DESERT DETENTION CENTER,Water Service Area,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,9438 COMMERCE WAY,,ADELANTO,CA,"92301",COMMUNITY,"300","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,L,COMMUNITY,69471.958788589996402,1160.986964886830037,,53.500000,53.500000,53.500000,92.000000,92.000000,92.000000
